"external_gene_id"	"description"
"Sulf1"	"sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"AB124611"	"cDNA sequence AB124611 [Source:MGI Symbol;Acc:MGI:3043001]"
"Coch"	"coagulation factor C homolog (Limulus polyphemus) [Source:MGI Symbol;Acc:MGI:1278313]"
"Me1"	"malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]"
"Tjp2"	"tight junction protein 2 [Source:MGI Symbol;Acc:MGI:1341872]"
"Rabgef1"	"RAB guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:1929459]"
"Slc29a1"	"solute carrier family 29 (nucleoside transporters), member 1 [Source:MGI Symbol;Acc:MGI:1927073]"
"Sncaip"	"synuclein, alpha interacting protein (synphilin) [Source:MGI Symbol;Acc:MGI:1915097]"
"AW551984"	"expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322]"
"Vps37d"	"vacuolar protein sorting 37D (yeast) [Source:MGI Symbol;Acc:MGI:2159402]"
"Bai2"	"brain-specific angiogenesis inhibitor 2 [Source:MGI Symbol;Acc:MGI:2451244]"
"1700021K19Rik"	"RIKEN cDNA 1700021K19 gene [Source:MGI Symbol;Acc:MGI:1915160]"
"Hbb-bs"	"hemoglobin, beta adult s chain [Source:MGI Symbol;Acc:MGI:5474852]"
"Papss2"	"3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:MGI Symbol;Acc:MGI:1330223]"
"Retn"	"resistin [Source:MGI Symbol;Acc:MGI:1888506]"
"Brd2"	"bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]"
"Gm14295"	"predicted gene 14295 [Source:MGI Symbol;Acc:MGI:3709624]"
"Ppp2r2a"	"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform [Source:MGI Symbol;Acc:MGI:1919228]"
"Rxrb"	"retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]"
"Stat1"	"signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]"
"Arap3"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:MGI Symbol;Acc:MGI:2147274]"
"Sept7"	"septin 7 [Source:MGI Symbol;Acc:MGI:1335094]"
"Fam105a"	"family with sequence similarity 105, member A [Source:MGI Symbol;Acc:MGI:2687281]"
"Cav1"	"caveolin 1, caveolae protein [Source:MGI Symbol;Acc:MGI:102709]"
"Sema3a"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:MGI Symbol;Acc:MGI:107558]"
"4930444P10Rik"	"RIKEN cDNA 4930444P10 gene [Source:MGI Symbol;Acc:MGI:1923049]"
"Itch"	"itchy, E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1202301]"
"C87436"	"expressed sequence C87436 [Source:MGI Symbol;Acc:MGI:2141787]"
"Col25a1"	"collagen, type XXV, alpha 1 [Source:MGI Symbol;Acc:MGI:1924268]"
"Zkscan8"	"zinc finger with KRAB and SCAN domains 8 [Source:MGI Symbol;Acc:MGI:1913815]"
"Ly6c1"	"lymphocyte antigen 6 complex, locus C1 [Source:MGI Symbol;Acc:MGI:96882]"
"Cacna1a"	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:MGI Symbol;Acc:MGI:109482]"
"Map4k4"	"mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394]"
"Rpl31"	"ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]"
"Mest"	"mesoderm specific transcript [Source:MGI Symbol;Acc:MGI:96968]"
"Mybpc1"	"myosin binding protein C, slow-type [Source:MGI Symbol;Acc:MGI:1336213]"
"Phldb2"	"pleckstrin homology-like domain, family B, member 2 [Source:MGI Symbol;Acc:MGI:2444981]"
"Slc30a6"	"solute carrier family 30 (zinc transporter), member 6 [Source:MGI Symbol;Acc:MGI:2386741]"
"Inca1"	"inhibitor of CDK, cyclin A1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2144284]"
"Ehbp1"	"EH domain binding protein 1 [Source:MGI Symbol;Acc:MGI:2667252]"
"Zfp82"	"zinc finger protein 82 [Source:MGI Symbol;Acc:MGI:1890753]"
"Slco2b1"	"solute carrier organic anion transporter family, member 2b1 [Source:MGI Symbol;Acc:MGI:1351872]"
"Matn4"	"matrilin 4 [Source:MGI Symbol;Acc:MGI:1328314]"
"Sulf2"	"sulfatase 2 [Source:MGI Symbol;Acc:MGI:1919293]"
"Zmynd8"	"zinc finger, MYND-type containing 8 [Source:MGI Symbol;Acc:MGI:1918025]"
"Tspan4"	"tetraspanin 4 [Source:MGI Symbol;Acc:MGI:1928097]"
"Irf7"	"interferon regulatory factor 7 [Source:MGI Symbol;Acc:MGI:1859212]"
"Hrh1"	"histamine receptor H1 [Source:MGI Symbol;Acc:MGI:107619]"
"Ldlr"	"low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:96765]"
"Serinc2"	"serine incorporator 2 [Source:MGI Symbol;Acc:MGI:1919132]"
"Fdps"	"farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]"
"Atp2c1"	"ATPase, Ca++-sequestering [Source:MGI Symbol;Acc:MGI:1889008]"
"Tet1"	"tet methylcytosine dioxygenase 1 [Source:MGI Symbol;Acc:MGI:1098693]"
"Prkar1b"	"protein kinase, cAMP dependent regulatory, type I beta [Source:MGI Symbol;Acc:MGI:97759]"
"Slc4a2"	"solute carrier family 4 (anion exchanger), member 2 [Source:MGI Symbol;Acc:MGI:109351]"
"Akt1s1"	"AKT1 substrate 1 (proline-rich) [Source:MGI Symbol;Acc:MGI:1914855]"
"Rnf6"	"ring finger protein (C3H2C3 type) 6 [Source:MGI Symbol;Acc:MGI:1921382]"
"Fsbp"	"fibrinogen silencer binding protein [Source:MGI Symbol;Acc:MGI:5301008]"
"H2-D1"	"histocompatibility 2, D region locus 1 [Source:MGI Symbol;Acc:MGI:95896]"
"Nol8"	"nucleolar protein 8 [Source:MGI Symbol;Acc:MGI:1918180]"
"Ly6a"	"lymphocyte antigen 6 complex, locus A [Source:MGI Symbol;Acc:MGI:107527]"
"Chka"	"choline kinase alpha [Source:MGI Symbol;Acc:MGI:107760]"
"Cdc7"	"cell division cycle 7 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1309511]"
"Gja5"	"gap junction protein, alpha 5 [Source:MGI Symbol;Acc:MGI:95716]"
"Trim2"	"tripartite motif-containing 2 [Source:MGI Symbol;Acc:MGI:1933163]"
"Eya2"	"eyes absent 2 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:109341]"
"Acta1"	"actin, alpha 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:87902]"
"Trem2"	"triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]"
"Spns2"	"spinster homolog 2 [Source:MGI Symbol;Acc:MGI:2384936]"
"Ippk"	"inositol 1,3,4,5,6-pentakisphosphate 2-kinase [Source:MGI Symbol;Acc:MGI:1922928]"
"Lef1"	"lymphoid enhancer binding factor 1 [Source:MGI Symbol;Acc:MGI:96770]"
"Tlr1"	"toll-like receptor 1 [Source:MGI Symbol;Acc:MGI:1341295]"
"Cited1"	"Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 [Source:MGI Symbol;Acc:MGI:108023]"
"Arc"	"activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067]"
"Rpl22"	"ribosomal protein L22 [Source:MGI Symbol;Acc:MGI:99262]"
"Acta2"	"actin, alpha 2, smooth muscle, aorta [Source:MGI Symbol;Acc:MGI:87909]"
"Adh1"	"alcohol dehydrogenase 1 (class I) [Source:MGI Symbol;Acc:MGI:87921]"
"Adrb2"	"adrenergic receptor, beta 2 [Source:MGI Symbol;Acc:MGI:87938]"
"Acan"	"aggrecan [Source:MGI Symbol;Acc:MGI:99602]"
"Agt"	"angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:MGI Symbol;Acc:MGI:87963]"
"Agtr2"	"angiotensin II receptor, type 2 [Source:MGI Symbol;Acc:MGI:87966]"
"Alpl"	"alkaline phosphatase, liver/bone/kidney [Source:MGI Symbol;Acc:MGI:87983]"
"Aqp7"	"aquaporin 7 [Source:MGI Symbol;Acc:MGI:1314647]"
"Arnt2"	"aryl hydrocarbon receptor nuclear translocator 2 [Source:MGI Symbol;Acc:MGI:107188]"
"Zfhx3"	"zinc finger homeobox 3 [Source:MGI Symbol;Acc:MGI:99948]"
"Atf3"	"activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384]"
"Bckdha"	"branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]"
"Bid"	"BH3 interacting domain death agonist [Source:MGI Symbol;Acc:MGI:108093]"
"Prdm1"	"PR domain containing 1, with ZNF domain [Source:MGI Symbol;Acc:MGI:99655]"
"Bmp4"	"bone morphogenetic protein 4 [Source:MGI Symbol;Acc:MGI:88180]"
"Bmp5"	"bone morphogenetic protein 5 [Source:MGI Symbol;Acc:MGI:88181]"
"Bmp7"	"bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]"
"Btg1"	"B cell translocation gene 1, anti-proliferative [Source:MGI Symbol;Acc:MGI:88215]"
"Btg2"	"B cell translocation gene 2, anti-proliferative [Source:MGI Symbol;Acc:MGI:108384]"
"C1qc"	"complement component 1, q subcomponent, C chain [Source:MGI Symbol;Acc:MGI:88225]"
"Calm2"	"calmodulin 2 [Source:MGI Symbol;Acc:MGI:103250]"
"Capn6"	"calpain 6 [Source:MGI Symbol;Acc:MGI:1100850]"
"Car3"	"carbonic anhydrase 3 [Source:MGI Symbol;Acc:MGI:88270]"
"Cbl"	"Casitas B-lineage lymphoma [Source:MGI Symbol;Acc:MGI:88279]"
"Cbx4"	"chromobox 4 [Source:MGI Symbol;Acc:MGI:1195985]"
"Cd1d1"	"CD1d1 antigen [Source:MGI Symbol;Acc:MGI:107674]"
"Cd79a"	"CD79A antigen (immunoglobulin-associated alpha) [Source:MGI Symbol;Acc:MGI:101774]"
"Cdh15"	"cadherin 15 [Source:MGI Symbol;Acc:MGI:106672]"
"Cdh6"	"cadherin 6 [Source:MGI Symbol;Acc:MGI:107435]"
"Cdr2"	"cerebellar degeneration-related 2 [Source:MGI Symbol;Acc:MGI:1100885]"
"Cenpc1"	"centromere protein C1 [Source:MGI Symbol;Acc:MGI:99700]"
"Cirbp"	"cold inducible RNA binding protein [Source:MGI Symbol;Acc:MGI:893588]"
"Socs3"	"suppressor of cytokine signaling 3 [Source:MGI Symbol;Acc:MGI:1201791]"
"Ckm"	"creatine kinase, muscle [Source:MGI Symbol;Acc:MGI:88413]"
"Clk4"	"CDC like kinase 4 [Source:MGI Symbol;Acc:MGI:1098551]"
"Col11a1"	"collagen, type XI, alpha 1 [Source:MGI Symbol;Acc:MGI:88446]"
"Col13a1"	"collagen, type XIII, alpha 1 [Source:MGI Symbol;Acc:MGI:1277201]"
"Col17a1"	"collagen, type XVII, alpha 1 [Source:MGI Symbol;Acc:MGI:88450]"
"Col9a1"	"collagen, type IX, alpha 1 [Source:MGI Symbol;Acc:MGI:88465]"
"Col9a2"	"collagen, type IX, alpha 2 [Source:MGI Symbol;Acc:MGI:88466]"
"Map3k8"	"mitogen-activated protein kinase kinase kinase 8 [Source:MGI Symbol;Acc:MGI:1346878]"
"Cpa3"	"carboxypeptidase A3, mast cell [Source:MGI Symbol;Acc:MGI:88479]"
"Cpox"	"coproporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104841]"
"Crip1"	"cysteine-rich protein 1 (intestinal) [Source:MGI Symbol;Acc:MGI:88501]"
"Cyb561"	"cytochrome b-561 [Source:MGI Symbol;Acc:MGI:103253]"
"Cybb"	"cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]"
"Cyp4b1"	"cytochrome P450, family 4, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:103225]"
"Dscr3"	"Down syndrome critical region gene 3 [Source:MGI Symbol;Acc:MGI:1206040]"
"Ddx5"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 [Source:MGI Symbol;Acc:MGI:105037]"
"Dll1"	"delta-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104659]"
"Dmd"	"dystrophin, muscular dystrophy [Source:MGI Symbol;Acc:MGI:94909]"
"Epyc"	"epiphycan [Source:MGI Symbol;Acc:MGI:107942]"
"Ebf1"	"early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275]"
"Edn3"	"endothelin 3 [Source:MGI Symbol;Acc:MGI:95285]"
"Egr1"	"early growth response 1 [Source:MGI Symbol;Acc:MGI:95295]"
"Pdia3"	"protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834]"
"Etv6"	"ets variant gene 6 (TEL oncogene) [Source:MGI Symbol;Acc:MGI:109336]"
"F5"	"coagulation factor V [Source:MGI Symbol;Acc:MGI:88382]"
"Acsl1"	"acyl-CoA synthetase long-chain family member 1 [Source:MGI Symbol;Acc:MGI:102797]"
"Fcna"	"ficolin A [Source:MGI Symbol;Acc:MGI:1340905]"
"Fgf10"	"fibroblast growth factor 10 [Source:MGI Symbol;Acc:MGI:1099809]"
"Fgfr4"	"fibroblast growth factor receptor 4 [Source:MGI Symbol;Acc:MGI:95525]"
"Fgl2"	"fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]"
"Smc2"	"structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]"
"Folr2"	"folate receptor 2 (fetal) [Source:MGI Symbol;Acc:MGI:95569]"
"Fosl2"	"fos-like antigen 2 [Source:MGI Symbol;Acc:MGI:102858]"
"G0s2"	"G0/G1 switch gene 2 [Source:MGI Symbol;Acc:MGI:1316737]"
"Gas2"	"growth arrest specific 2 [Source:MGI Symbol;Acc:MGI:95657]"
"Gch1"	"GTP cyclohydrolase 1 [Source:MGI Symbol;Acc:MGI:95675]"
"Gdf9"	"growth differentiation factor 9 [Source:MGI Symbol;Acc:MGI:95692]"
"Gfra2"	"glial cell line derived neurotrophic factor family receptor alpha 2 [Source:MGI Symbol;Acc:MGI:1195462]"
"Gja4"	"gap junction protein, alpha 4 [Source:MGI Symbol;Acc:MGI:95715]"
"Gjb2"	"gap junction protein, beta 2 [Source:MGI Symbol;Acc:MGI:95720]"
"Golga3"	"golgi autoantigen, golgin subfamily a, 3 [Source:MGI Symbol;Acc:MGI:96958]"
"Cmklr1"	"chemokine-like receptor 1 [Source:MGI Symbol;Acc:MGI:109603]"
"Gpx3"	"glutathione peroxidase 3 [Source:MGI Symbol;Acc:MGI:105102]"
"Grid1"	"glutamate receptor, ionotropic, delta 1 [Source:MGI Symbol;Acc:MGI:95812]"
"Grm8"	"glutamate receptor, metabotropic 8 [Source:MGI Symbol;Acc:MGI:1351345]"
"Cxcl1"	"chemokine (C-X-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:108068]"
"H1f0"	"H1 histone family, member 0 [Source:MGI Symbol;Acc:MGI:95893]"
"H3f3b"	"H3 histone, family 3B [Source:MGI Symbol;Acc:MGI:1101768]"
"Has2"	"hyaluronan synthase 2 [Source:MGI Symbol;Acc:MGI:107821]"
"Hba-a1"	"hemoglobin alpha, adult chain 1 [Source:MGI Symbol;Acc:MGI:96015]"
"Hbb-bt"	"hemoglobin, beta adult t chain [Source:MGI Symbol;Acc:MGI:5474850]"
"Hccs"	"holocytochrome c synthetase [Source:MGI Symbol;Acc:MGI:106911]"
"Hdc"	"histidine decarboxylase [Source:MGI Symbol;Acc:MGI:96062]"
"Hells"	"helicase, lymphoid specific [Source:MGI Symbol;Acc:MGI:106209]"
"Hes1"	"hairy and enhancer of split 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104853]"
"Foxj1"	"forkhead box J1 [Source:MGI Symbol;Acc:MGI:1347474]"
"Hiat1"	"hippocampus abundant gene transcript 1 [Source:MGI Symbol;Acc:MGI:1201609]"
"Hint1"	"histidine triad nucleotide binding protein 1 [Source:MGI Symbol;Acc:MGI:1321133]"
"Hmgcr"	"3-hydroxy-3-methylglutaryl-Coenzyme A reductase [Source:MGI Symbol;Acc:MGI:96159]"
"Hmgcs2"	"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 [Source:MGI Symbol;Acc:MGI:101939]"
"Hoxb9"	"homeobox B9 [Source:MGI Symbol;Acc:MGI:96190]"
"Hpgd"	"hydroxyprostaglandin dehydrogenase 15 (NAD) [Source:MGI Symbol;Acc:MGI:108085]"
"Sdc2"	"syndecan 2 [Source:MGI Symbol;Acc:MGI:1349165]"
"Ibsp"	"integrin binding sialoprotein [Source:MGI Symbol;Acc:MGI:96389]"
"Irgm1"	"immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567]"
"Ifi202b"	"interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083]"
"Ifit2"	"interferon-induced protein with tetratricopeptide repeats 2 [Source:MGI Symbol;Acc:MGI:99449]"
"Igfbp2"	"insulin-like growth factor binding protein 2 [Source:MGI Symbol;Acc:MGI:96437]"
"Igfbp3"	"insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438]"
"Igfbp6"	"insulin-like growth factor binding protein 6 [Source:MGI Symbol;Acc:MGI:96441]"
"Impact"	"imprinted and ancient [Source:MGI Symbol;Acc:MGI:1098233]"
"Inhbb"	"inhibin beta-B [Source:MGI Symbol;Acc:MGI:96571]"
"Inpp5b"	"inositol polyphosphate-5-phosphatase B [Source:MGI Symbol;Acc:MGI:103257]"
"Itga7"	"integrin alpha 7 [Source:MGI Symbol;Acc:MGI:102700]"
"Itm2a"	"integral membrane protein 2A [Source:MGI Symbol;Acc:MGI:107706]"
"Kcnb1"	"potassium voltage gated channel, Shab-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96666]"
"Kcnj2"	"potassium inwardly-rectifying channel, subfamily J, member 2 [Source:MGI Symbol;Acc:MGI:104744]"
"Kcnj8"	"potassium inwardly-rectifying channel, subfamily J, member 8 [Source:MGI Symbol;Acc:MGI:1100508]"
"Kera"	"keratocan [Source:MGI Symbol;Acc:MGI:1202398]"
"Khk"	"ketohexokinase [Source:MGI Symbol;Acc:MGI:1096353]"
"Kif1b"	"kinesin family member 1B [Source:MGI Symbol;Acc:MGI:108426]"
"Kpna1"	"karyopherin (importin) alpha 1 [Source:MGI Symbol;Acc:MGI:103560]"
"Kpna4"	"karyopherin (importin) alpha 4 [Source:MGI Symbol;Acc:MGI:1100848]"
"Krt15"	"keratin 15 [Source:MGI Symbol;Acc:MGI:96689]"
"Krt16"	"keratin 16 [Source:MGI Symbol;Acc:MGI:96690]"
"Krt19"	"keratin 19 [Source:MGI Symbol;Acc:MGI:96693]"
"Krt1"	"keratin 1 [Source:MGI Symbol;Acc:MGI:96698]"
"Lamb3"	"laminin, beta 3 [Source:MGI Symbol;Acc:MGI:99915]"
"Lamc2"	"laminin, gamma 2 [Source:MGI Symbol;Acc:MGI:99913]"
"Lcat"	"lecithin cholesterol acyltransferase [Source:MGI Symbol;Acc:MGI:96755]"
"Lgals7"	"lectin, galactose binding, soluble 7 [Source:MGI Symbol;Acc:MGI:1316742]"
"Rps2"	"ribosomal protein S2 [Source:MGI Symbol;Acc:MGI:105110]"
"Mycl"	"v-myc myelocytomatosis viral oncogene homolog, lung carcinoma derived (avian) [Source:MGI Symbol;Acc:MGI:96799]"
"Lpl"	"lipoprotein lipase [Source:MGI Symbol;Acc:MGI:96820]"
"Lrrn1"	"leucine rich repeat protein 1, neuronal [Source:MGI Symbol;Acc:MGI:106038]"
"Ltc4s"	"leukotriene C4 synthase [Source:MGI Symbol;Acc:MGI:107498]"
"Masp1"	"mannan-binding lectin serine peptidase 1 [Source:MGI Symbol;Acc:MGI:88492]"
"Meox2"	"mesenchyme homeobox 2 [Source:MGI Symbol;Acc:MGI:103219]"
"Met"	"met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]"
"Mfng"	"MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1095404]"
"Mgp"	"matrix Gla protein [Source:MGI Symbol;Acc:MGI:96976]"
"Mpz"	"myelin protein zero [Source:MGI Symbol;Acc:MGI:103177]"
"Msi1"	"musashi RNA-binding protein 1 [Source:MGI Symbol;Acc:MGI:107376]"
"Map1b"	"microtubule-associated protein 1B [Source:MGI Symbol;Acc:MGI:1306778]"
"Mtf1"	"metal response element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:101786]"
"Mthfd2"	"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]"
"Mut"	"methylmalonyl-Coenzyme A mutase [Source:MGI Symbol;Acc:MGI:97239]"
"Mybl1"	"myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]"
"Nedd1"	"neural precursor cell expressed, developmentally down-regulated gene 1 [Source:MGI Symbol;Acc:MGI:97293]"
"Nfkbie"	"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon [Source:MGI Symbol;Acc:MGI:1194908]"
"Mycn"	"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian) [Source:MGI Symbol;Acc:MGI:97357]"
"Ints6"	"integrator complex subunit 6 [Source:MGI Symbol;Acc:MGI:1202397]"
"Notch3"	"notch 3 [Source:MGI Symbol;Acc:MGI:99460]"
"Npr1"	"natriuretic peptide receptor 1 [Source:MGI Symbol;Acc:MGI:97371]"
"Ctnnd2"	"catenin (cadherin associated protein), delta 2 [Source:MGI Symbol;Acc:MGI:1195966]"
"Nptx1"	"neuronal pentraxin 1 [Source:MGI Symbol;Acc:MGI:107811]"
"Nsg2"	"neuron specific gene family member 2 [Source:MGI Symbol;Acc:MGI:1202070]"
"Ntrk3"	"neurotrophic tyrosine kinase, receptor, type 3 [Source:MGI Symbol;Acc:MGI:97385]"
"Pafah1b3"	"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3 [Source:MGI Symbol;Acc:MGI:108414]"
"Igbp1"	"immunoglobulin (CD79A) binding protein 1 [Source:MGI Symbol;Acc:MGI:1346500]"
"Pde1b"	"phosphodiesterase 1B, Ca2+-calmodulin dependent [Source:MGI Symbol;Acc:MGI:97523]"
"Pdgfa"	"platelet derived growth factor, alpha [Source:MGI Symbol;Acc:MGI:97527]"
"Pim1"	"proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]"
"Pitx3"	"paired-like homeodomain transcription factor 3 [Source:MGI Symbol;Acc:MGI:1100498]"
"Pla2r1"	"phospholipase A2 receptor 1 [Source:MGI Symbol;Acc:MGI:102468]"
"Pmp22"	"peripheral myelin protein 22 [Source:MGI Symbol;Acc:MGI:97631]"
"Pou3f3"	"POU domain, class 3, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102564]"
"Ppm1a"	"protein phosphatase 1A, magnesium dependent, alpha isoform [Source:MGI Symbol;Acc:MGI:99878]"
"Ptch2"	"patched homolog 2 [Source:MGI Symbol;Acc:MGI:1095405]"
"Ptgds"	"prostaglandin D2 synthase (brain) [Source:MGI Symbol;Acc:MGI:99261]"
"Ptgfr"	"prostaglandin F receptor [Source:MGI Symbol;Acc:MGI:97796]"
"Ptgis"	"prostaglandin I2 (prostacyclin) synthase [Source:MGI Symbol;Acc:MGI:1097156]"
"Ptgs1"	"prostaglandin-endoperoxide synthase 1 [Source:MGI Symbol;Acc:MGI:97797]"
"Ptn"	"pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]"
"Aldh1a2"	"aldehyde dehydrogenase family 1, subfamily A2 [Source:MGI Symbol;Acc:MGI:107928]"
"Rapsn"	"receptor-associated protein of the synapse [Source:MGI Symbol;Acc:MGI:99422]"
"Rbm4"	"RNA binding motif protein 4 [Source:MGI Symbol;Acc:MGI:1100865]"
"Rel"	"reticuloendotheliosis oncogene [Source:MGI Symbol;Acc:MGI:97897]"
"Rfx2"	"regulatory factor X, 2 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106583]"
"Rgs2"	"regulator of G-protein signaling 2 [Source:MGI Symbol;Acc:MGI:1098271]"
"Rgs5"	"regulator of G-protein signaling 5 [Source:MGI Symbol;Acc:MGI:1098434]"
"Ring1"	"ring finger protein 1 [Source:MGI Symbol;Acc:MGI:1101770]"
"Rock1"	"Rho-associated coiled-coil containing protein kinase 1 [Source:MGI Symbol;Acc:MGI:107927]"
"Mst1r"	"macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:MGI Symbol;Acc:MGI:99614]"
"Rpl28"	"ribosomal protein L28 [Source:MGI Symbol;Acc:MGI:101839]"
"Rpl29"	"ribosomal protein L29 [Source:MGI Symbol;Acc:MGI:99687]"
"Rps17"	"ribosomal protein S17 [Source:MGI Symbol;Acc:MGI:1309526]"
"Rps5"	"ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1097682]"
"Rps8"	"ribosomal protein S8 [Source:MGI Symbol;Acc:MGI:98166]"
"Ryr1"	"ryanodine receptor 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:99659]"
"Scd2"	"stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]"
"Clec11a"	"C-type lectin domain family 11, member a [Source:MGI Symbol;Acc:MGI:1298219]"
"Ccl6"	"chemokine (C-C motif) ligand 6 [Source:MGI Symbol;Acc:MGI:98263]"
"Sec23a"	"SEC23A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1349635]"
"Sema5a"	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]"
"Six1"	"sine oculis-related homeobox 1 [Source:MGI Symbol;Acc:MGI:102780]"
"Slc16a1"	"solute carrier family 16 (monocarboxylic acid transporters), member 1 [Source:MGI Symbol;Acc:MGI:106013]"
"Slc6a2"	"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2 [Source:MGI Symbol;Acc:MGI:1270850]"
"Sox18"	"SRY-box containing gene 18 [Source:MGI Symbol;Acc:MGI:103559]"
"Sqle"	"squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296]"
"Tac1"	"tachykinin 1 [Source:MGI Symbol;Acc:MGI:98474]"
"Tbx2"	"T-box 2 [Source:MGI Symbol;Acc:MGI:98494]"
"Tcf7"	"transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]"
"Vps72"	"vacuolar protein sorting 72 (yeast) [Source:MGI Symbol;Acc:MGI:1202305]"
"Tgfb2"	"transforming growth factor, beta 2 [Source:MGI Symbol;Acc:MGI:98726]"
"Tgfbi"	"transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]"
"Tgm2"	"transglutaminase 2, C polypeptide [Source:MGI Symbol;Acc:MGI:98731]"
"Tll1"	"tolloid-like [Source:MGI Symbol;Acc:MGI:106923]"
"Tnfaip2"	"tumor necrosis factor, alpha-induced protein 2 [Source:MGI Symbol;Acc:MGI:104960]"
"Tnfrsf11a"	"tumor necrosis factor receptor superfamily, member 11a [Source:MGI Symbol;Acc:MGI:1314891]"
"Tnfsf9"	"tumor necrosis factor (ligand) superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101058]"
"Tnni2"	"troponin I, skeletal, fast 2 [Source:MGI Symbol;Acc:MGI:105070]"
"Top1"	"topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]"
"Traf4"	"TNF receptor associated factor 4 [Source:MGI Symbol;Acc:MGI:1202880]"
